id	raw_text	normalized_text	speaker_id	split	raw_ner	normalized_ner
20151126-0900-PLENARY-14-en_20151126-12:34:33_7	We have to make our way in the world through what we buy and sell. That means we have to be where the customers are.	we have to make our way in the world through what we buy and sell. that means we have to be where the customers are.	4555	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:34:33_1	Free trade makes conflict both pointless and unduly hurtful to the perpetrator.	free trade makes conflict both pointless and unduly hurtful to the perpetrator.	4555	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:34:33_8	The customers are not in Europe, and we need to leave the European Union and take back our place in the WTO.	the customers are not in europe and we need to leave the european union and take back our place in the wto.	4555	fine-tune	[['ORG', 104, 3], ['GPE', 58, 14], ['LOC', 25, 6]]	[['ORG', 103, 3], ['GPE', 57, 14], ['LOC', 25, 6]]
20151126-0900-PLENARY-14-en_20151126-12:34:33_4	That is not just a problem in theory, it is very much a problem in practice, when we think that Europe is the only continent on the planet not experiencing economic growth.	that is not just a problem in theory it is very much a problem in practice when we think that europe is the only continent on the planet not experiencing economic growth.	4555	fine-tune	[['LOC', 96, 6]]	[['LOC', 94, 6]]
20151126-0900-PLENARY-14-en_20151126-12:34:33_2	Yet and this point is still not widely understood, despite more than 40 years of membership of the European Union the UK does not have a separate voice or vote in the World Trade Organization We	yet and this point is still not widely understood despite more than forty years of membership of the european union the uk does not have a separate voice or vote in the world trade organization we.	4555	fine-tune	[['ORG', 167, 24], ['GPE', 118, 2], ['GPE', 99, 14], ['DATE', 69, 8]]	[['ORG', 169, 24], ['GPE', 120, 2], ['GPE', 101, 14], ['DATE', 68, 11]]
20151126-0900-PLENARY-14-en_20151126-12:37:02_1	Free trade is particularly in the interests of small and medium firms and of consumers in a country like Ecuador.	free trade is particularly in the interests of small and medium firms and of consumers in a country like ecuador.	4555	fine-tune	[['GPE', 105, 7]]	[['GPE', 105, 7]]
20151126-0900-PLENARY-14-en_20151126-12:37:02_6	they can go further when they think the EU is being unduly protectionist	they can go further when they think the eu is being unduly protectionist;	4555	fine-tune	[['GPE', 40, 2]]	[['GPE', 40, 2]]
20151126-0900-PLENARY-14-en_20151126-12:37:02_2	It is also and we always seem to forget this point mentioned as one of the primary objectives of the European Union in the Treaty of Rome.	it is also and we always seem to forget this point mentioned as one of the primary objectives of the european union in the treaty of rome.	4555	fine-tune	[['LAW', 123, 14], ['GPE', 101, 14]]	[['LAW', 123, 14], ['GPE', 101, 14]]
20151126-0900-PLENARY-14-en_20151126-12:52:33_1	application and oversight, etc.	application and oversight etc.	96668	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:52:33_4	They will have a field day here, because there is so much simplification needed.	they will have a field day here because there is so much simplification needed.	96668	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:45:23_1	Of course, people feel strongly about it. It touches us emotionally, and it opens the door to what has come to be known as virtue signalling people using a legislative or political issue as an opportunity to broadcast to the world what very nice people they are.	of course people feel strongly about it. it touches us emotionally and it opens the door to what has come to be known as virtue signalling people using a legislative or political issue as an opportunity to broadcast to the world what very nice people they are.	4555	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:45:23_2	But stand back and ask the question is it right for sensitive issues moral issues, one might say of this nature to be dealt with at a continental level?	but stand back and ask the question is it right for sensitive issues moral issues one might say of this nature to be dealt with at a continental level?	4555	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:45:23_3	Is it not precisely matters of this kind, in which opinions run so strongly among our constituents, that ought to be determined through our national democratic mechanisms and procedures?	is it not precisely matters of this kind in which opinions run so strongly among our constituents that ought to be determined through our national democratic mechanisms and procedures?	4555	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:33:15_2	Unfortunately, our governments in the past have not listened to Thomas Jefferson's words, and we have become entangled with the European Union, thus losing our spot in the World Trade Organization.	unfortunately our governments in the past have not listened to thomas jefferson's words and we have become entangled with the european union thus losing our spot in the world trade organization.	124966	fine-tune	[['ORG', 172, 24], ['GPE', 128, 14], ['PERSON', 64, 16]]	[['ORG', 169, 24], ['GPE', 126, 14], ['PERSON', 63, 16]]
20151126-0900-PLENARY-14-en_20151126-12:33:15_3	As a consequence, we cannot influence properly the world trade liberalisation programme.	as a consequence we cannot influence properly the world trade liberalisation programme.	124966	fine-tune	None	None
20151126-0900-PLENARY-14-en_20151126-12:33:15_4	We cannot influence tariff reductions that would benefit the people of the United Kingdom.	we cannot influence tariff reductions that would benefit the people of the united kingdom.	124966	fine-tune	[['GPE', 75, 14]]	[['GPE', 75, 14]]
20091126-0900-PLENARY-14-en_20091126-15:04:38_4	But, more importantly than that, they cursed my country and they oppress their own people.	but more importantly than that they cursed my country and they oppress their own people.	96937	fine-tune	None	None
20091126-0900-PLENARY-14-en_20091126-15:19:37_5	2009. This decision had been preceded by a discussion with Member States in the Council.	two thousand and nine this decision had been preceded by a discussion with member states in the council.	1472	fine-tune	[['ORG', 80, 7], ['DATE', 0, 4]]	[['ORG', 96, 7], ['DATE', 0, 21]]
20091126-0900-PLENARY-14-en_20091126-15:19:37_12	The government of Nicaragua has announced that the next regional elections in 2010 and the general election in 2011 will have national and international observation teams.	the government of nicaragua has announced that the next regional elections in two thousand and ten and the general election in two thousand and eleven will have national and international observation teams.	1472	fine-tune	[['DATE', 111, 4], ['DATE', 78, 4], ['GPE', 18, 9]]	[['DATE', 127, 23], ['DATE', 78, 20], ['GPE', 18, 9]]
